TIME,ITERATIONS,EDGE_COVERAGE,BLOCK_COVERAGE,INPUT
1701485150,4137,2336.00,1422.00,3D41BEB88C
1701485153,4536,2337.00,1422.00,4D4141417D
1701485154,4665,2338.00,1422.00,BE415C21C0
1701485154,4713,2340.00,1422.00,224641C5
1701485159,5302,2341.00,1422.00,419EC6
1701485159,5312,2342.00,1422.00,B8C6407DD2
1701485159,5363,2343.00,1422.00,0F
1701485159,5384,2344.00,1422.00,4155B13FB8
1701485159,5385,2345.00,1422.00,BE4041F341
1701485159,5394,2348.00,1422.00,413E41BF41
1701485159,5412,2349.00,1422.00,BE2DBE8E41
1701485160,5466,2351.00,1422.00,24
1701485161,5663,2352.00,1422.00,EB
1701485162,5782,2353.00,1422.00,41684D
1701485164,5925,2358.00,1424.00,4141BE41BE
1701485164,5992,2360.00,1424.00,DEBEBE9F41
1701485164,6031,2361.00,1424.00,41C4
1701485165,6056,2362.00,1424.00,FC
1701485165,6161,2363.00,1424.00,011E5641
1701485166,6189,2364.00,1424.00,4141414145
1701485168,6579,2365.00,1424.00,41015D0139
1701485168,6607,2366.00,1424.00,BEBE8EB3
1701485169,6637,2367.00,1424.00,414161C145
1701485169,6638,2368.00,1424.00,94
1701485169,6643,2369.00,1424.00,DE41BE4141
1701485169,6661,2370.00,1424.00,45
1701485170,6824,2373.00,1424.00,BF
1701485171,6876,2375.00,1424.00,BE4156BEC6
1701485171,6902,2376.00,1424.00,41BEA0BEBE
1701485171,6942,2378.00,1424.00,21BEBEBEBE
1701485171,6943,2380.00,1424.00,BE
1701485172,7002,2383.00,1425.00,7D
1701485172,7038,2384.00,1425.00,3341
1701485173,7066,2385.00,1425.00,BEBE
1701485173,7115,2387.00,1425.00,4121BE41
1701485174,7236,2388.00,1425.00,B74146414A
1701485175,7317,2389.00,1425.00,4146
1701485175,7326,2390.00,1425.00,BE47BC51CC
1701485176,7415,2393.00,1425.00,39
1701485177,7500,2394.00,1425.00,08
1701485179,7714,2396.00,1425.00,CD
1701485179,7720,2397.00,1425.00,4A4341
1701485180,7810,2398.00,1425.00,C8
1701485180,7815,2400.00,1425.00,7B64
1701485181,7902,2401.00,1425.00,21
1701485183,8213,2402.00,1425.00,4441418243
1701485184,8384,2405.00,1426.00,413E5ABEBE
1701485184,8395,2407.00,1426.00,47514541
1701485185,8512,2408.00,1426.00,80A201C2
1701485185,8536,2410.00,1426.00,BE41364241
1701485186,8585,2413.00,1426.00,BE4143BE41
1701485186,8634,2415.00,1426.00,80
1701485190,9110,2417.00,1426.00,A8
1701485191,9313,2420.00,1427.00,AE96E84190
1701485192,9368,2421.00,1427.00,41A7414141
1701485193,9574,2422.00,1427.00,B6BE
1701485195,9828,2424.00,1427.00,01BE
1701485197,10064,2425.00,1427.00,4382BE
1701485198,10179,2427.00,1427.00,CDBE71BC41
1701485200,10454,2429.00,1427.00,4141F74E41
1701485202,10676,2430.00,1427.00,59
1701485203,10841,2431.00,1427.00,583EBEBE41
1701485204,10955,2433.00,1427.00,C5
1701485205,11130,2434.00,1427.00,41BEBE41FA
1701485206,11204,2435.00,1427.00,4141FE4141
1701485210,11684,2437.00,1427.00,41FB6141BE
1701485210,11767,2438.00,1427.00,0441
1701485212,11976,2439.00,1427.00,41
1701485212,11979,2440.00,1427.00,3BBEFEE741
1701485213,11986,2442.00,1427.00,5F
1701485214,12149,2443.00,1427.00,4141C74041
1701485215,12303,2444.00,1427.00,4141
1701485216,12398,2446.00,1427.00,D2BE1FBE41
1701485217,12593,2447.00,1427.00,4161BB4641
1701485218,12744,2448.00,1427.00,41414E7141
1701485219,12785,2450.00,1427.00,414141CE3E
1701485222,13174,2452.00,1427.00,41
1701485223,13344,2454.00,1428.00,4139
1701485223,13379,2455.00,1428.00,CBBC
1701485223,13402,2456.00,1428.00,8EA043A0BE
1701485225,13565,2457.00,1428.00,21AA10B741
1701485225,13571,2460.00,1429.00,414124
1701485226,13649,2461.00,1429.00,41BEBEB944
1701485227,13873,2463.00,1429.00,6CBEBEBE43
1701485232,14368,2465.00,1429.00,CC
1701485233,14475,2466.00,1429.00,D0
1701485234,14630,2467.00,1429.00,41BEBB4142
1701485235,14728,2468.00,1429.00,FE3E4ABE41
1701485237,14978,2470.00,1429.00,BE35414141
1701485237,15032,2471.00,1429.00,BE4141BE
1701485239,15212,2472.00,1429.00,017D03BE3E
1701485241,15420,2473.00,1429.00,1A
1701485241,15489,2475.00,1429.00,BEBEBE17BE
1701485243,15686,2477.00,1429.00,B6BEBEBE41
1701485245,15960,2480.00,1429.00,46
1701485245,16022,2482.00,1429.00,BEBE4171BE
1701485246,16159,2483.00,1429.00,4141AB8F41
1701485248,16433,2485.00,1429.00,47
1701485250,16566,2486.00,1429.00,BCBE1D7341
1701485253,17089,2487.00,1429.00,713AC14D41
