TIME,ITERATIONS,EDGE_COVERAGE,BLOCK_COVERAGE,INPUT
1721395807,0,0,0,null
1721395807,1,140515.00,116636.00,null
1721395817,2,140516.00,116637.00,73659A9B
1721395817,4,140518.00,116639.00,113565B59B
1721395821,19,140519.00,116640.00,73656529FE2929292929292929292849292929D7E6D6D6292929292931292929291C292929292929D6E6D6D6D6D6D62929292929292929292929D62929
1721395827,39,140540.00,116661.00,26
