TIME,ITERATIONS,EDGE_COVERAGE,BLOCK_COVERAGE,INPUT
1721397160,0,0,0,null
1721397160,1,143913.00,118697.00,null
1721397170,2,144038.00,118821.00,73659A9B
1721397170,3,144039.00,118822.00,67BD1564
1721397172,9,144041.00,118824.00,EB639A64
1721397173,14,144042.00,118825.00,A2
1721397173,18,144049.00,118832.00,659B
1721397174,20,144050.00,118833.00,73658C9A9A9B6564
1721397174,23,144051.00,118834.00,E268
1721397175,25,144108.00,118891.00,8C6D659B
