TIME,ITERATIONS,EDGE_COVERAGE,BLOCK_COVERAGE,INPUT
1701484754,3585,2295.00,1446.00,538C
1701484755,3605,2297.00,1446.00,BCBC
1701484755,3623,2299.00,1447.00,17
1701484757,3712,2302.00,1448.00,CB
1701484757,3714,2304.00,1448.00,AD
1701484757,3735,2305.00,1448.00,4A
1701484757,3760,2306.00,1448.00,5C
1701484758,3780,2308.00,1449.00,29
1701484759,3860,2310.00,1449.00,9F
1701484759,3904,2312.00,1449.00,45A0A396
1701484760,3945,2313.00,1449.00,BE
1701484760,3970,2316.00,1449.00,CDFD34
1701484762,4058,2317.00,1449.00,E1
1701484762,4071,2320.00,1449.00,69
1701484763,4156,2321.00,1449.00,ADBC16892C
1701484763,4169,2322.00,1449.00,DD4C27583A
1701484764,4195,2325.00,1450.00,72FB5C21C4
1701484766,4311,2329.00,1450.00,AD2C6B56BE
1701484767,4369,2331.00,1450.00,0E
1701484768,4428,2335.00,1450.00,13
1701484768,4431,2337.00,1450.00,BA
1701484768,4467,2340.00,1451.00,23
1701484769,4547,2341.00,1451.00,5B8D
1701484770,4590,2343.00,1451.00,BE
1701484771,4657,2345.00,1451.00,DB
1701484771,4684,2346.00,1451.00,E0
1701484772,4687,2347.00,1451.00,DD
1701484772,4739,2349.00,1451.00,B24675
1701484773,4785,2351.00,1451.00,B6412C
1701484773,4801,2352.00,1451.00,52
1701484774,4850,2353.00,1451.00,34
1701484775,4875,2355.00,1451.00,4F
1701484775,4915,2357.00,1451.00,0C
1701484776,4990,2359.00,1451.00,27CD
1701484777,5061,2360.00,1451.00,D327
1701484778,5092,2361.00,1451.00,C9
1701484778,5099,2362.00,1451.00,37
1701484778,5113,2363.00,1451.00,E8
1701484779,5170,2364.00,1451.00,2E
1701484780,5243,2366.00,1451.00,42
1701484782,5340,2368.00,1451.00,37
1701484786,5588,2371.00,1451.00,13
1701484788,5755,2373.00,1451.00,41
1701484790,5889,2374.00,1451.00,9CC4
1701484791,5934,2375.00,1451.00,79DE0136B6
1701484793,6117,2377.00,1451.00,A5
1701484794,6156,2379.00,1451.00,C9
1701484796,6342,2381.00,1451.00,7A7D14
1701484799,6510,2384.00,1452.00,2137
1701484801,6679,2386.00,1452.00,D1
1701484801,6685,2388.00,1452.00,E3
1701484802,6762,2390.00,1452.00,47736C
1701484802,6765,2391.00,1452.00,2291
1701484802,6767,2393.00,1452.00,416293
1701484805,6954,2395.00,1452.00,39
1701484807,7053,2397.00,1452.00,07
1701484808,7082,2398.00,1452.00,A5B9
1701484808,7103,2399.00,1452.00,3B
1701484810,7230,2400.00,1452.00,5E3B
1701484811,7262,2401.00,1452.00,CEEA
1701484812,7323,2402.00,1452.00,E2
1701484812,7361,2403.00,1452.00,86070A7EBA
1701484813,7435,2404.00,1452.00,49211FFFA6
1701484814,7467,2405.00,1452.00,79213A7FA2
1701484814,7489,2406.00,1452.00,795D
1701484815,7585,2407.00,1452.00,25
1701484817,7680,2410.00,1453.00,9B
1701484818,7735,2411.00,1453.00,F9
1701484820,7865,2412.00,1453.00,7C
1701484822,7993,2413.00,1453.00,81290D
1701484822,7994,2414.00,1453.00,294B
1701484822,8055,2415.00,1453.00,5898B3CF41
1701484823,8125,2417.00,1453.00,14
1701484825,8262,2419.00,1453.00,8C
1701484826,8324,2420.00,1453.00,FC
1701484827,8360,2423.00,1453.00,AC
1701484830,8569,2425.00,1453.00,EB9F
1701484831,8652,2426.00,1453.00,D9
1701484834,8840,2427.00,1453.00,AC
1701484836,8991,2429.00,1453.00,5C
1701484836,9008,2430.00,1453.00,AA
1701484838,9138,2431.00,1453.00,39C869F0D0
1701484840,9280,2432.00,1453.00,455AA399D3
1701484841,9402,2433.00,1453.00,C6
1701484842,9432,2434.00,1453.00,285C
1701484844,9601,2436.00,1453.00,54
1701484845,9657,2438.00,1453.00,1E
1701484846,9740,2441.00,1453.00,27F641
1701484847,9780,2442.00,1453.00,8149BE71
1701484848,9826,2444.00,1453.00,78CE41A6
1701484848,9827,2445.00,1453.00,5849A941
1701484851,10096,2446.00,1453.00,E178
1701484854,10288,2448.00,1453.00,A2
1701484854,10290,2449.00,1453.00,A1
1701484855,10389,2451.00,1453.00,DA
1701484860,10647,2452.00,1453.00,414141
1701484862,10806,2454.00,1453.00,BEADB1C041
1701484865,10955,2455.00,1453.00,2221BED041
1701484866,11019,2457.00,1453.00,59
1701484867,11060,2458.00,1453.00,5741413141
1701484867,11080,2460.00,1453.00,2CBE
1701484867,11102,2461.00,1453.00,594141D8BE
1701484878,11775,2462.00,1453.00,C2
1701484880,11850,2463.00,1453.00,26
1701484880,11878,2465.00,1453.00,49
1701484881,11950,2466.00,1453.00,46E9EEC3B9
1701484886,12278,2467.00,1453.00,21
1701484888,12430,2468.00,1453.00,61CC
1701484889,12495,2470.00,1453.00,F84C52
1701484890,12526,2471.00,1453.00,67D5A2
1701484890,12540,2473.00,1453.00,79C112
1701484892,12649,2474.00,1453.00,504121C909
1701484902,13357,2475.00,1453.00,10
1701484903,13409,2477.00,1453.00,17
1701484904,13522,2478.00,1453.00,6C23
1701484905,13599,2480.00,1453.00,B64D
1701484905,13615,2483.00,1454.00,D6F9
1701484905,13616,2484.00,1454.00,3899
1701484908,13770,2485.00,1454.00,4E
1701484908,13790,2486.00,1454.00,63
1701484910,13888,2487.00,1454.00,C5
1701484911,13933,2488.00,1454.00,0A
1701484913,14063,2489.00,1454.00,6EBA
1701484918,14398,2490.00,1454.00,6B
1701484918,14412,2491.00,1454.00,E0
1701484920,14484,2493.00,1454.00,352E6BD993
1701484920,14495,2494.00,1454.00,B3409B82EF
1701484921,14568,2495.00,1454.00,99
1701484922,14640,2497.00,1454.00,49
1701484924,14753,2498.00,1454.00,1F
1701484924,14823,2499.00,1454.00,80
1701484925,14889,2500.00,1454.00,87B641AB
1701484927,14975,2502.00,1454.00,E3
1701484935,15534,2503.00,1454.00,0F
1701484936,15601,2505.00,1454.00,ED
1701484936,15603,2507.00,1454.00,4D
1701484939,15750,2511.00,1454.00,B18315C5D2
1701484941,15905,2512.00,1454.00,D2F9
1701484948,16323,2513.00,1454.00,792101D1DA
1701484953,16668,2514.00,1454.00,A6BEBE2C41
1701484953,16675,2517.00,1455.00,41
1701484955,16762,2518.00,1455.00,AC
1701484955,16781,2520.00,1455.00,3B39EF3D44
